Unnamed: 0,Carat,Cut,Color,Clarity,Depth,Table,Price
45243,0.54,Good,E,VS2,63.3,55.0,1660
45244,0.51,Ideal,G,VS2,62.3,54.0,1660
45245,0.51,Ideal,F,VS2,61.7,56.0,1660
45246,0.51,Ideal,D,VS2,61.9,54.0,1660
45247,0.52,Good,E,VS2,61.5,61.0,1660
45248,0.6,VeryGood,F,SI1,60.6,57.0,1661
45249,0.51,Ideal,F,VS2,61.6,57.0,1661
45250,0.46,Ideal,E,VVS1,62.6,57.0,1661
45251,0.54,Ideal,F,VS2,62.2,57.0,1662
45252,0.54,VeryGood,D,SI1,62.1,56.0,1662
45253,0.54,Ideal,D,SI1,61.5,56.0,1662
45254,0.54,Ideal,D,SI1,60.7,56.0,1662
45255,0.54,Ideal,D,SI1,60.5,57.0,1662
45256,0.54,Ideal,F,VS2,60.300000000000004,56.0,1662
45257,0.54,Ideal,F,VS2,60.1,56.0,1662
45258,0.54,VeryGood,D,SI1,62.9,57.0,1662
45259,0.54,Ideal,D,SI1,62.1,56.0,1662
45260,0.54,Premium,D,SI1,60.4,60.0,1662
45261,0.54,Ideal,F,VS2,61.4,57.0,1662
45262,0.54,VeryGood,D,SI1,62.0,55.0,1662
45263,0.54,VeryGood,F,VS2,59.5,58.0,1662
45264,0.54,Premium,F,VS2,61.8,58.0,1662
45265,0.54,VeryGood,F,VS2,59.4,57.0,1662
45266,0.54,Premium,H,VVS2,60.6,60.0,1662
45267,0.54,VeryGood,D,SI1,60.45,58.0,1662
45268,0.54,Ideal,F,VS2,60.3,55.0,1662
45269,0.54,Ideal,D,SI1,60.8,57.0,1662
45270,0.56,Ideal,G,VS2,60.9,56.0,1662
45271,0.56,Ideal,G,VS2,60.7,55.0,1662
45272,0.56,Ideal,G,VS2,60.8,55.0,1662
45273,0.55,Ideal,G,VS2,61.4,56.3,1662
45274,0.56,Ideal,G,VS2,59.6,57.0,1662
45275,0.52,Ideal,F,VS2,60.6,55.0,1662
45276,0.52,Ideal,G,VS1,61.2,56.0,1662
45277,0.52,Ideal,G,VS1,60.9,56.0,1662
45278,0.51,Premium,G,VS1,62.1,58.0,1662
45279,0.51,Ideal,G,VS1,61.6,56.0,1662
45280,0.51,Premium,G,VS1,62.2,58.0,1662
45281,0.51,Premium,E,VS2,59.3,58.0,1662
45282,0.51,Ideal,E,VS2,61.5,55.0,1662
45283,0.51,Premium,E,VS2,61.45,61.0,1662
45284,0.51,Ideal,E,VS2,61.4,55.0,1662
45285,0.51,Ideal,E,VS2,61.0,57.0,1662
45286,0.51,Ideal,E,VS2,61.9,57.0,1662
45287,0.51,Premium,E,VS2,60.6,58.0,1662
45288,0.51,VeryGood,E,VS2,63.1,55.0,1662
45289,0.51,Ideal,E,VS2,62.0,54.0,1662
45290,0.51,VeryGood,E,VS2,63.1,57.0,1662
45291,0.51,VeryGood,E,VS2,63.3,57.0,1662
45292,0.31,VeryGood,G,SI2,63.2,55.0,523
45293,0.31,Premium,F,SI2,63.0,58.0,523
45294,0.3,VeryGood,D,SI1,62.3,57.0,524
45295,0.3,Ideal,D,SI1,62.0,53.0,524
45296,0.3,Ideal,D,SI1,62.1,57.0,524
45297,0.3,Ideal,D,SI1,61.9,55.0,524
45298,0.3,Ideal,D,SI1,61.9,55.0,524
45299,0.3,Ideal,D,SI1,61.7,57.0,524
45300,0.3,Ideal,D,SI1,61.9,57.0,524
45301,0.26,Good,F,VVS1,64.0,57.0,524
45302,0.3,Premium,F,VS2,61.8,60.0,524
45303,0.3,VeryGood,F,VS2,58.8,60.0,524
45304,0.3,Ideal,G,VS1,61.1,56.0,524
45305,0.3,Ideal,G,VS1,61.4,55.0,524
45306,0.32,Ideal,H,VS1,62.7,56.0,524
45307,0.32,VeryGood,G,VS2,60.1,61.0,524
45308,0.32,VeryGood,G,VS2,58.4,57.0,524
45309,0.32,Premium,H,VS1,61.6,59.0,524
45310,0.32,Ideal,G,VS2,62.4,55.0,524
45311,0.32,Good,E,SI1,63.5,56.0,524
45312,0.32,Ideal,G,VS2,62.0,57.0,524
45313,0.32,VeryGood,E,SI1,60.4,61.0,524
45314,0.3,VeryGood,F,VS2,63.0,55.0,524
45315,0.3,VeryGood,F,VS2,61.4,55.0,524
45316,0.32,Good,E,SI1,63.1,54.0,524
45317,0.32,Good,E,SI1,63.1,56.0,524
45318,0.32,Good,E,SI1,63.4,56.0,524
45319,0.32,Ideal,H,VS1,62.1,55.0,524
45320,0.32,Premium,E,SI1,61.2,58.0,524
45321,0.32,Ideal,G,VS2,62.1,56.0,524
45322,0.51,VeryGood,E,VS2,63.5,56.0,1662
45323,0.51,Good,E,VS2,63.6,54.0,1662
45324,0.51,Ideal,E,VS2,63.05,57.0,1662
45325,0.51,Premium,E,VS2,62.5,59.0,1662
45326,0.51,Good,E,VS2,63.8,57.0,1662
45327,0.51,Good,E,VS2,63.8,55.0,1662
45328,0.51,Premium,E,VS2,59.2,58.0,1662
45329,0.67,Ideal,G,SI1,60.4,57.0,1662
45330,0.51,Ideal,G,VS1,61.8,57.0,1662
45331,0.57,Ideal,G,SI1,62.0,55.0,1662
45332,0.7,Premium,F,SI2,59.5,61.0,1662
45333,0.72,Good,J,SI1,61.7,64.0,1663
45334,0.52,VeryGood,H,VVS1,63.9,59.0,1664
45335,0.52,VeryGood,D,VS2,60.0,57.0,1664
45336,0.52,VeryGood,D,VS2,63.6,59.0,1664
45337,0.53,VeryGood,G,VS1,62.2,59.0,1664
45338,0.59,Ideal,E,SI1,62.4,55.0,1664
45339,0.59,VeryGood,G,VS2,61.1,57.0,1664
45340,0.59,VeryGood,E,SI1,62.9,57.0,1664
45341,0.59,Ideal,G,VS2,62.6,54.0,1664
45342,0.59,Ideal,E,SI1,61.4,56.0,1664
45343,0.59,Ideal,E,SI1,62.0,55.0,1664
45344,0.59,Premium,E,SI1,61.8,60.0,1664
45345,0.55,Premium,E,VS2,59.1,62.0,1664
45346,0.56,Ideal,F,VS2,62.0,56.0,1664
45347,0.52,Ideal,D,VS2,61.4,56.0,1664
45348,0.56,Ideal,D,SI1,61.2,57.0,1664
45349,0.67,Good,D,SI2,64.7,55.0,1664
45350,0.55,Premium,E,VS2,59.1,60.0,1664
45351,0.55,Ideal,H,VS2,62.0,55.0,1664
45352,0.52,VeryGood,E,VS2,62.2,56.0,1665
45353,0.54,VeryGood,G,VS1,61.6,54.0,1665
45354,0.5,VeryGood,E,VS1,62.5,58.0,1665
45355,0.64,VeryGood,G,SI1,64.0,53.8,1665
45356,0.52,Ideal,H,VS1,61.7,55.0,1665
45357,0.4,Ideal,D,VVS1,61.1,56.0,1665
45358,0.55,Ideal,E,VS2,61.5,57.0,1665
45359,0.57,Ideal,I,VS1,61.0,56.0,1665
45360,0.52,Ideal,G,VS1,61.7,57.0,1665
45361,0.5,Ideal,E,VS1,62.2,54.0,1665
45362,0.53,Ideal,G,SI1,61.6,57.0,1665
45363,0.51,Good,D,VS2,63.7,57.0,1665
45364,0.5,Good,G,VVS2,62.900000000000006,56.0,1666
45365,0.58,Ideal,F,VS2,62.1,55.0,1666
45366,0.7,Premium,J,SI1,61.6,58.0,1666
45367,0.7,VeryGood,I,VS2,62.2,59.0,1666
45368,0.7,VeryGood,J,SI1,61.9,58.0,1666
45369,0.58,Ideal,F,VS2,62.1,56.0,1666
45370,0.72,VeryGood,J,SI1,62.7,56.0,1666
45371,0.5,Ideal,H,SI1,61.3,56.0,1666
45372,0.5,Ideal,H,SI1,61.3,54.0,1666
45373,0.5,Premium,F,VS1,62.9,58.0,1666
45374,0.5,Premium,F,VS1,59.9,61.0,1666
45375,0.68,Premium,H,SI1,59.5,59.0,1666
45376,0.58,VeryGood,F,VS2,63.0,59.0,1667
45377,0.55,Ideal,E,VS2,61.8,57.0,1667
45378,0.55,Ideal,E,VS2,61.4,56.0,1667
45379,0.55,VeryGood,G,VS1,59.4,62.0,1667
45380,0.55,Ideal,G,VS1,61.3,57.0,1667
45381,0.72,Premium,J,SI2,60.3,58.0,1667
45382,0.54,Premium,F,VS2,58.2,60.0,1667
45383,0.54,Premium,D,SI1,60.0,58.0,1667
45384,0.54,VeryGood,D,SI1,63.2,55.0,1667
45385,0.54,Premium,F,VS2,58.9,59.0,1667
45386,0.63,Premium,I,VS1,62.0,58.0,1667
45387,0.56,Premium,E,VS2,61.1,59.0,1668
45388,0.51,VeryGood,H,VVS1,60.9,56.0,1668
45389,0.51,VeryGood,G,VS1,61.1,56.0,1668
45390,0.55,Ideal,H,VVS2,61.9,56.0,1668
45391,0.55,Ideal,H,VVS2,61.75,55.0,1668
45392,0.55,Ideal,H,VVS2,61.6,55.0,1668
45393,0.55,Ideal,H,VVS2,60.7,55.0,1668
45394,0.51,Good,D,VS2,63.5,56.0,1668
45395,0.51,VeryGood,D,VS2,62.5,58.0,1668
45396,0.51,Good,D,VS2,63.5,56.0,1668
45397,0.52,Premium,E,VS1,61.6,58.0,1668
45398,0.51,Good,D,VS2,63.1,58.0,1668
45399,0.52,Ideal,E,VS1,62.5,56.0,1668
45400,0.52,Ideal,E,VS1,62.6,57.0,1668
45401,0.51,Ideal,H,VS1,62.0,56.0,1668
45402,0.51,Ideal,H,VS1,61.6,55.0,1668
45403,0.51,Ideal,G,VS1,61.9,56.0,1668
45404,0.51,Ideal,G,VS1,61.7,56.0,1668
45405,0.51,Ideal,G,VS1,60.4,59.0,1668
45406,0.61,Good,G,VS2,59.9,61.0,1668
45407,0.55,Premium,G,VS2,62.3,56.0,1668
45408,0.55,Ideal,E,SI1,60.7,57.0,1668
45409,0.55,Ideal,E,SI1,60.6,56.0,1668
45410,0.55,Ideal,E,SI1,61.7,57.0,1668
45411,0.55,Ideal,E,SI1,61.7,56.0,1668
45412,0.55,Premium,E,SI1,61.2,59.0,1668
45413,0.55,Premium,E,SI1,61.0,61.0,1668
45414,0.55,Ideal,E,SI1,61.4,55.0,1668
45415,0.55,Ideal,E,SI1,62.3,56.0,1668
45416,0.55,Ideal,E,SI1,62.1,55.0,1668
45417,0.51,Fair,D,VS2,64.4,54.0,1668
45418,0.55,VeryGood,E,VS2,62.3,61.0,1669
45419,0.51,Ideal,H,VVS2,61.2,57.0,1669
45420,0.54,Ideal,F,SI1,61.8,56.0,1669
45421,0.54,Ideal,I,IF,60.8,56.0,1669
45422,0.6,VeryGood,F,SI1,60.3,59.0,1670
45423,0.58,Ideal,E,VS2,61.9,56.0,1670
45424,0.57,Ideal,E,SI1,62.599999999999994,55.0,1670
45425,0.52,VeryGood,E,VS2,63.3,56.0,1670
45426,0.5,VeryGood,D,VS1,63.7,57.0,1671
45427,0.58,Ideal,H,VS1,61.2,55.0,1671
45428,0.59,Ideal,D,SI1,61.7,56.0,1671
45429,0.51,VeryGood,E,VS2,59.5,63.0,1671
45430,0.57,Premium,E,VS2,62.9,57.0,1672
45431,0.35,Ideal,D,VVS1,61.4,55.0,1672
45432,0.56,Ideal,F,VS2,61.6,56.0,1672
45433,0.54,Ideal,D,VS2,61.1,56.0,1672
45434,0.7,Fair,J,VS2,64.6,58.0,1672
45435,0.7,VeryGood,I,SI2,63.2,60.0,1672
45436,0.5,Premium,E,VS1,60.1,58.0,1672
45437,0.55,Ideal,D,VS2,61.6,57.0,1673
45438,0.67,Ideal,F,SI2,62.0,58.0,1673
45439,0.52,Good,E,VS2,58.3,61.0,1673
45440,0.72,Good,H,SI2,64.1,58.0,1674
45441,0.53,Ideal,H,VVS2,61.8,56.0,1674
45442,0.51,Ideal,D,VS2,61.5,56.0,1674
45443,0.61,VeryGood,G,VS2,63.0,58.0,1675
45444,0.71,VeryGood,J,VS2,62.1,58.0,1675
45445,0.5,Premium,E,VS1,62.4,59.0,1675
45446,0.5,VeryGood,E,VS1,62.05,56.0,1675
45447,0.5,VeryGood,E,VS1,61.7,57.0,1675
45448,0.5,Ideal,E,VS1,61.9,55.0,1675
45449,0.7,Good,I,SI2,63.5,56.0,1675
45450,0.5,Premium,E,VS1,62.2,58.0,1675
45451,0.51,Ideal,E,VS2,61.9,55.0,1675
45452,0.52,Ideal,G,SI1,61.2,55.0,1675
45453,0.52,Ideal,G,SI1,61.4,56.0,1675
45454,0.55,Ideal,E,SI1,61.7,54.0,1675
45455,0.55,VeryGood,F,VS2,61.8,57.0,1676
45456,0.54,VeryGood,E,VS1,61.7,58.0,1676
45457,0.53,Ideal,E,VS2,61.5,56.0,1676
45458,0.53,Ideal,E,VS2,61.8,56.0,1676
45459,0.5,Premium,E,VS2,62.6,58.0,1676
45460,0.5,Ideal,E,VS2,62.9,55.0,1676
45461,0.5,Premium,E,VS2,62.9,60.0,1676
45462,0.5,Premium,E,VS2,62.45,58.0,1676
45463,0.5,Ideal,E,VS2,62.0,56.0,1676
45464,0.5,Ideal,E,VS2,62.3,57.0,1676
45465,0.5,Premium,E,VS2,62.8,60.0,1676
45466,0.5,Premium,E,VS2,62.7,59.0,1676
45467,0.72,Premium,F,SI2,61.3,59.0,1676
45468,0.76,Premium,G,SI2,58.8,59.0,1676
45469,0.57,Premium,F,SI1,59.5,60.0,1676
45470,0.52,Ideal,D,VS2,60.3,56.0,1677
45471,0.56,Ideal,D,SI1,61.9,55.0,1677
45472,0.51,VeryGood,D,VS2,62.2,57.0,1678
45473,0.51,Ideal,D,VS2,62.2,58.0,1678
45474,0.5,Ideal,D,VS2,61.7,53.0,1678
45475,0.51,Ideal,D,VS2,62.4,55.0,1678
45476,0.53,Ideal,H,VS1,61.7,56.0,1678
45477,0.53,Ideal,H,VS1,61.75,55.0,1678
45478,0.53,Ideal,H,VS1,61.8,56.0,1678
45479,0.5,Ideal,E,VS1,63.15,58.0,1678
45480,0.5,Good,F,VVS2,64.5,62.3,1678
45481,0.53,VeryGood,E,VS2,63.5,59.0,1678
45482,0.6,VeryGood,H,VS1,61.75,60.0,1679
45483,0.56,VeryGood,F,SI1,60.0,57.0,1679
45484,0.55,Ideal,F,VS2,61.3,55.0,1679
45485,0.52,Ideal,D,VS2,62.0,56.0,1679
45486,0.5,Ideal,F,VS1,62.0,55.1,1679
45487,0.5,Ideal,F,VS1,62.5,52.4,1679
45488,0.51,VeryGood,F,VS1,60.0,59.0,1680
45489,0.52,VeryGood,F,VS2,60.0,61.5,1680
45490,0.58,Ideal,I,VVS1,62.1,56.0,1680
45491,0.54,Ideal,F,VS2,60.5,56.0,1680
45492,0.54,Ideal,F,VS2,59.8,58.0,1680
45493,0.51,Ideal,F,VS1,60.4,56.0,1680
45494,0.57,Good,F,VS2,60.0,61.0,1680
45495,0.54,Ideal,I,VVS1,62.7,57.0,1681
45496,0.61,Ideal,F,SI1,61.4,56.0,1681
45497,1.0,Premium,J,I1,58.3,58.0,1681
45498,0.53,VeryGood,D,VS2,62.6,58.0,1682
45499,0.52,VeryGood,E,VS1,60.7,54.0,1682
45500,0.5,VeryGood,D,VS2,61.2,55.0,1682
45501,0.56,Ideal,G,VS1,60.7,57.0,1682
45502,0.55,Ideal,F,VS1,60.3,57.0,1682
45503,0.51,Ideal,E,SI1,61.5,57.0,1682
45504,0.55,Good,F,VS1,59.5,62.0,1682
45505,0.64,Premium,E,SI1,61.2,62.0,1682
45506,0.52,Ideal,E,SI1,61.0,57.0,1682
45507,0.58,Ideal,E,VS2,62.3,54.0,1683
45508,0.58,Ideal,E,VS2,61.7,57.0,1683
45509,0.43,Ideal,G,IF,61.3,55.0,1683
45510,0.53,Ideal,F,VS2,61.8,55.0,1683
45511,0.53,Ideal,D,SI1,62.3,56.0,1683
45512,0.53,Ideal,D,SI1,62.0,57.0,1683
45513,0.5,Premium,D,VS2,61.1,58.0,1683
45514,0.54,Ideal,E,VS2,61.8,55.0,1684
45515,0.57,Ideal,F,VS2,61.6,56.0,1684
45516,0.54,Premium,G,VS1,61.1,59.0,1684
45517,0.57,Ideal,D,SI1,61.4,55.0,1684
45518,0.5,Ideal,H,VVS1,61.4,57.0,1684
45519,0.59,Ideal,D,SI1,62.1,56.0,1684
45520,0.54,Ideal,G,VS1,61.4,57.0,1684
45521,0.5,Premium,E,VS2,59.3,62.0,1684
45522,0.56,Ideal,F,SI1,61.1,55.9,1685
45523,0.54,Good,G,VS1,60.8,62.0,1685
45524,0.56,VeryGood,G,VS1,60.2,56.0,1686
45525,0.55,Ideal,H,VS1,61.2,56.0,1686
45526,0.81,Fair,H,SI2,66.2,58.0,1687
45527,0.51,Ideal,D,SI1,60.4,55.0,1687
45528,0.56,Ideal,H,VS2,62.4,56.0,1687
45529,0.51,Ideal,F,VS2,61.4,56.0,1687
45530,0.51,Ideal,F,VS2,60.6,56.0,1687
45531,0.51,Premium,F,VS2,61.0,58.0,1687
45532,0.51,Premium,F,VS2,62.1,58.0,1687
45533,0.51,Ideal,F,VS2,62.9,55.0,1687
45534,0.51,Ideal,F,VS2,62.9,57.0,1687
45535,0.51,Ideal,D,SI1,61.8,55.0,1687
45536,0.51,Premium,D,SI1,60.1,60.0,1687
45537,0.51,Premium,D,SI1,61.0,60.0,1687
45538,0.51,Premium,D,SI1,60.3,59.0,1687
45539,0.51,Premium,D,SI1,62.3,57.0,1687
45540,0.51,Ideal,D,SI1,62.4,57.0,1687
45541,0.51,Ideal,D,SI1,61.6,56.0,1687
45542,0.51,Ideal,D,SI1,61.7,55.0,1687
45543,0.51,Premium,D,SI1,61.6,58.0,1687
45544,0.51,Premium,D,SI1,60.9,59.0,1687
45545,0.51,Premium,D,SI1,60.1,60.0,1687
45546,0.51,Ideal,D,SI1,62.8,56.0,1687
45547,0.51,Ideal,F,VS2,63.2,57.0,1687
45548,0.54,Premium,E,VS2,59.0,60.0,1687
45549,0.56,VeryGood,H,VS1,59.8,56.0,1688
45550,0.5,VeryGood,D,VS2,63.0,57.0,1688
45551,0.64,VeryGood,F,SI1,60.7,59.0,1688
45552,0.53,Good,F,VS1,64.2,56.0,1688
45553,0.52,Ideal,E,VS2,62.6,57.0,1689
45554,0.52,Good,G,VS1,63.3,55.0,1689
45555,0.52,Ideal,E,VS2,61.8,55.0,1689
45556,0.52,Ideal,G,VS1,62.3,55.0,1689
45557,0.52,Ideal,E,VS2,61.1,57.0,1689
45558,0.52,Ideal,E,VS2,59.5,57.0,1689
45559,0.52,Premium,G,VS1,61.2,60.0,1689
45560,0.52,Premium,E,VS2,60.7,58.0,1689
45561,0.52,VeryGood,E,VS2,60.3,60.0,1689
45562,0.52,VeryGood,E,VS2,62.5,56.0,1689
45563,0.52,Ideal,E,VS2,61.8,56.0,1689
45564,0.52,Ideal,E,VS2,61.1,55.0,1689
45565,0.52,Ideal,G,VS1,62.7,56.0,1689
45566,0.52,VeryGood,G,VS1,61.1,58.0,1689
45567,0.52,Premium,G,VS1,62.4,59.0,1689
45568,0.52,Ideal,E,VS2,61.7,55.0,1689
45569,0.52,VeryGood,G,VS1,61.7,56.0,1689
45570,0.52,Ideal,G,VS1,61.1,55.0,1689
45571,0.52,Ideal,G,VS1,61.8,55.0,1689
45572,0.52,VeryGood,G,VS1,62.4,60.0,1689
45573,0.52,Ideal,G,VS1,60.9,55.0,1689
45574,0.52,Ideal,E,VS2,61.2,56.0,1689
45575,0.52,Ideal,G,VS1,62.4,56.0,1689
45576,0.52,Ideal,G,VS1,62.7,57.0,1689
45577,0.52,Ideal,E,VS2,62.0,55.0,1689
45578,0.52,Ideal,E,VS2,61.9,56.0,1689
45579,0.57,Premium,F,VS1,59.9,59.0,1689
45580,0.52,VeryGood,E,VS2,60.9,57.0,1689
45581,0.52,Premium,G,VS1,62.6,59.0,1689
45582,0.52,VeryGood,E,VS2,62.3,57.0,1689
45583,0.52,Ideal,E,VS2,60.9,57.0,1689
45584,0.52,Ideal,H,VS2,61.7,55.0,1689
45585,0.52,Ideal,D,VS2,62.1,57.0,1689
45586,0.51,Ideal,G,VS1,62.4,57.0,1689
45587,0.56,Ideal,I,IF,61.9,54.0,1689
45588,0.53,Ideal,E,VS2,62.1,54.6,1690
45589,0.5,Ideal,D,VS2,61.9,55.0,1690
45590,0.5,Ideal,D,VS2,61.9,57.0,1690
45591,0.58,Ideal,G,SI1,61.5,56.0,1690
45592,0.5,Good,G,VVS2,61.2,63.3,1690
45593,0.47,Good,E,VVS1,64.0,62.0,1690
45594,0.5,Good,E,VS1,60.3,62.0,1690
45595,0.71,Premium,J,SI1,62.4,61.0,1690
45596,0.61,Ideal,D,SI2,59.9,57.0,1690
45597,0.71,Fair,G,SI2,61.15,56.0,1691
45598,0.54,Premium,F,VS2,62.4,58.0,1691
45599,0.57,Ideal,G,VS2,61.5,55.0,1691
45600,0.5,Ideal,F,VS2,62.7,56.0,1691
45601,0.56,Ideal,H,VS1,62.2,55.3,1691
45602,0.52,Ideal,G,VS1,60.8,55.0,1691
45603,0.51,Ideal,G,VS1,61.9,56.0,1691
45604,0.56,Ideal,E,SI1,61.6,56.0,1691
45605,0.69,Fair,G,SI2,65.4,63.0,1691
45606,0.7,Fair,J,VVS1,67.6,54.0,1691
45607,0.5,VeryGood,F,VS1,62.0,58.0,1692
45608,0.55,VeryGood,D,SI1,60.7,58.0,1692
45609,0.55,VeryGood,D,SI1,61.2,58.0,1692
45610,0.55,Ideal,F,VS2,61.7,57.0,1692
45611,0.55,Ideal,F,VS2,61.1,57.0,1692
45612,0.55,Ideal,F,VS2,61.1,56.0,1692
45613,0.55,Premium,D,SI1,61.0,58.0,1692
45614,0.55,Ideal,F,VS2,61.7,56.0,1692
45615,0.55,VeryGood,F,VS2,61.7,56.0,1692
45616,0.55,Ideal,D,SI1,60.6,56.0,1692
45617,0.61,Ideal,J,VVS1,60.9,56.0,1692
45618,0.53,Ideal,G,VS1,62.2,55.0,1692
45619,0.69,Fair,I,VS1,57.9,63.0,1692
45620,0.53,VeryGood,F,VS2,59.2,58.0,1693
45621,0.4,Ideal,D,VVS2,61.2,56.0,1693
45622,0.32,Good,E,SI1,61.35,55.0,524
45623,0.3,VeryGood,H,VVS2,61.5,57.0,525
45624,0.28,VeryGood,H,VVS1,62.9,54.0,525
45625,0.25,VeryGood,G,VVS1,61.7,56.0,525
45626,0.25,VeryGood,G,VVS1,61.75,54.0,525
45627,0.25,VeryGood,G,VVS1,61.8,56.0,525
45628,0.25,VeryGood,G,VVS1,61.8,55.0,525
45629,0.25,VeryGood,G,VVS1,61.8,57.0,525
45630,0.25,VeryGood,G,VVS1,61.4,56.0,525
45631,0.23,VeryGood,F,VVS1,60.7,55.0,525
45632,0.36,Ideal,J,VVS2,61.7,55.0,525
45633,0.25,Ideal,G,VVS2,62.0,54.0,525
45634,0.25,Ideal,G,VVS2,62.1,57.0,525
45635,0.25,Ideal,G,VVS2,61.5,56.0,525
45636,0.25,Ideal,G,VVS2,62.1,56.0,525
45637,0.25,Ideal,G,VVS2,61.9,55.0,525
45638,0.25,Ideal,H,VVS1,62.15,56.0,525
45639,0.25,Ideal,H,VVS1,62.4,55.0,525
45640,0.29,Ideal,G,VS2,61.6,56.0,525
45641,0.29,Ideal,G,VS2,60.7,55.0,525
45642,0.38,Ideal,J,SI1,62.0,54.0,525
45643,0.38,Ideal,J,SI1,62.0,54.0,525
45644,0.38,Ideal,J,SI1,61.8,54.0,525
45645,0.25,Ideal,H,IF,61.4,57.0,525
45646,0.25,Premium,E,VS2,59.7,61.0,525
45647,0.25,VeryGood,E,VVS2,63.1,55.0,526
45648,0.25,VeryGood,E,VVS1,60.1,57.0,526
45649,0.3,VeryGood,E,SI1,59.7,59.9,526
45650,0.25,VeryGood,F,IF,63.3,59.0,526
45651,0.24,Ideal,F,VVS2,62.4,55.0,526
45652,0.54,Premium,F,SI1,62.3,58.0,1693
45653,0.5,VeryGood,G,VS1,61.0,58.0,1694
45654,0.59,Ideal,D,SI1,62.35,56.0,1694
45655,0.59,Good,D,SI1,63.7,56.0,1694
45656,0.52,Ideal,G,VS1,62.8,55.0,1694
45657,0.52,Ideal,G,VS1,63.0,54.0,1694
45658,0.53,Ideal,D,VS2,61.8,57.0,1694
45659,0.52,Ideal,G,VS1,61.3,56.0,1694
45660,0.52,Ideal,E,VS2,61.4,54.0,1694
45661,0.52,Ideal,E,VS2,61.5,56.0,1694
45662,0.52,Ideal,E,VS2,61.3,57.0,1694
45663,0.52,Ideal,E,VS2,62.1,56.0,1694
45664,0.52,Ideal,E,VS2,60.4,57.0,1694
45665,0.52,VeryGood,E,VS2,63.4,57.0,1694
45666,0.52,Premium,E,VS2,61.6,59.0,1694
45667,0.52,Premium,E,VS2,62.5,60.0,1694
45668,0.52,Ideal,E,VS2,61.7,57.0,1694
45669,0.56,Ideal,H,VS2,61.8,54.0,1694
45670,0.52,Ideal,H,VVS1,61.55,55.0,1695
45671,0.5,Ideal,E,VS2,61.3,55.0,1695
45672,0.54,Ideal,E,VS2,61.6,59.0,1695
45673,0.53,Ideal,G,VS1,61.9,55.0,1695
45674,0.5,Ideal,F,VS1,61.6,57.0,1695
45675,0.5,Ideal,F,VS1,61.2,56.0,1695
45676,0.55,Good,E,VS2,59.8,61.0,1695
45677,0.54,Ideal,H,VVS2,61.1,56.0,1696
45678,0.54,Ideal,H,VVS2,61.8,56.0,1696
45679,0.71,Premium,I,SI2,62.1,58.0,1696
45680,0.7,Fair,D,SI2,71.6,55.0,1696
45681,0.51,VeryGood,F,VS1,62.4,59.0,1697
45682,0.51,VeryGood,E,VS1,60.4,59.0,1697
45683,0.53,Ideal,F,VS1,60.7,55.0,1697
45684,0.51,Ideal,E,VS1,61.8,55.0,1697
45685,0.7,Good,H,SI2,64.2,58.0,1697
45686,0.7,Fair,I,SI1,65.8,57.0,1697
45687,0.54,VeryGood,G,VS1,63.6,56.0,1698
45688,0.51,VeryGood,H,SI1,61.0,55.0,1698
45689,0.5,Premium,E,VS1,58.8,62.0,1698
45690,0.59,Ideal,I,VVS1,61.6,55.0,1698
45691,0.58,Ideal,E,VS2,61.900000000000006,59.0,1698
45692,0.57,Ideal,E,VS2,62.2,55.0,1698
45693,0.6,Ideal,D,SI1,61.4,55.0,1698
45694,0.56,Ideal,I,VVS1,62.0,56.0,1698
45695,0.56,Premium,I,VVS1,62.4,56.0,1698
45696,0.56,Ideal,I,VVS1,62.0,57.0,1698
45697,0.56,Ideal,G,VS2,62.1,56.0,1698
45698,0.56,Ideal,G,VS2,61.0,57.0,1698
45699,0.56,Ideal,H,VS1,62.8,56.0,1698
45700,0.56,Ideal,G,VS2,61.2,56.0,1698
45701,0.56,Ideal,G,VS2,60.900000000000006,56.0,1698
45702,0.56,Ideal,G,VS2,60.6,57.0,1698
45703,0.56,Premium,G,VS2,60.9,58.0,1698
45704,0.56,Premium,G,VS2,62.5,57.0,1698
45705,0.56,Ideal,G,VS2,62.0,56.0,1698
45706,0.56,Ideal,G,VS2,61.9,55.0,1698
45707,0.56,Ideal,E,SI1,62.3,56.0,1698
45708,0.56,Ideal,E,SI1,61.7,56.0,1698
45709,0.56,Ideal,E,SI1,60.9,56.0,1698
45710,0.56,Ideal,E,SI1,62.7,57.0,1698
45711,0.55,Ideal,F,VS2,61.2,55.0,1698
45712,0.55,Premium,F,VS2,62.2,58.0,1698
45713,0.55,Ideal,F,VS2,62.7,55.0,1698
45714,0.55,Premium,D,SI1,61.6,56.0,1698
45715,0.55,Premium,D,SI1,60.8,59.0,1698
45716,0.6,Premium,E,SI1,60.0,57.0,1698
45717,0.72,VeryGood,H,SI2,63.3,57.0,1698
45718,0.63,Ideal,F,SI1,62.6,56.0,1698
45719,0.55,Premium,D,SI1,60.5,60.0,1698
45720,0.55,Premium,E,SI1,60.8,58.0,1698
45721,0.55,Premium,F,VS2,59.7,58.0,1698
45722,0.7,Good,J,SI2,61.6,57.2,1699
45723,0.7,Good,I,SI2,63.4,59.0,1699
45724,0.56,Ideal,E,VS2,62.8,57.0,1699
45725,0.52,Ideal,H,VS1,62.0,55.0,1699
